,Channel,Year,Degree,Level,Nationality,Career,Crypto type,Crypto usage,Crypto knowledge,Duration,Trade performance,Remittance amount,Crypto knowledge source,Influenced family and friends,Intend to use crypto in future
2201,online,2020,Business,2nd,Europe,Finance,NFT,trade,++,1,++,,study/research,N,N
2202,f2f,2024,Business,PhD,Europe,Technology,"ETH,DOGE",trade,+++,4-5,,,study/research,Y,Y
2203,online,2024,STEM,MSc,USA,Engineering,BTC,"trade,remittance,trans",,,-,,marketing,Y,Y
2204,online,2024,Business,3rd,China,Technology,"NFT,ALT","remittance,trans",+++,1,,100,study/research,Y,Y
2205,f2f,2025,Business,3rd,China,Finance,"BTC,ETH","remittance,trans",++,1,,25,study/research,Y,Y
2206,online,2024,STEM,3rd,India,Technology,ETH,"trade,remittance,trans",,1-3,--,75,family,N,Y
2207,online,2022,STEM,PhD,South America,Engineering,ETH,remittance,++,1-3,,75,friends,Y,Y
2208,online,2020,Business,MSc,South America,Finance,BTC,remittance,+++,1-3,,75,marketing,Y,Y
2209,f2f,2021,Business,Phd,USA,Technology,"NFT,ALT","remittance,trans",+++,4-5,,50,study/research,Y,N
2210,online,2020,STEM,PhD,Turkey,Engineering,BTC,remittance,+++,4-5,,75,friends,Y,N
2211,f2f,2021,STEM,PhD,China,Finance,DOGE,"trade,remittance",+++,,-,100,family,Y,Y
2212,online,2025,Business,1st,South America,Legal,ALT,"remittance,trans",++,4-5,,25,family,Y,N
2213,online,2025,Business,MSc,USA,Technology,"NFT,ALT","remittance,trans",+++,11,,100,study/research,Y,N
2214,online,2020,STEM,3rd,Europe,Retail,"BTC,ETH,ALT",remittance,++,1,,25,marketing,Y,Y
2215,online,2022,Business,MSc,ME,Technology,ETH,"trade,remittance",+++,4-5,,25,marketing,N,Y
2216,online,2021,STEM,2nd,Africa,,BTC,trade,+++,1,++,,marketing,N,N
2217,online,2022,STEM,2nd,ME,Finance,"ETH,NFT,ALT",remittance,++,1-3,,25,family,Y,N
2218,f2f,2022,Humanities,2nd,ME,,"ETH,ALT",remittance,+,1,,75,family,Y,N
2219,online,2021,Humanities,MSc,Africa,Retail,"BTC,NFT,DOGE",trade,++,1,-,,family,Y,N
2220,online,2023,STEM,MSc,ME,Finance,ETH,"trade,remittance",+++,4-5,-,25,family,Y,Y
2221,f2f,2020,Business,2nd,Europe,Public,"BTC,ETH",remittance,+++,4-5,,25,marketing,N,N
2222,f2f,2024,Business,PhD,South America,Technology,BTC,"trade,remittance,trans",+++,1-3,+++,75,family,Y,N
2223,online,2020,STEM,2nd,Europe,Finance,DOGE,trade,++,1,++,,friends,N,N
2224,f2f,2023,Humanities,MSc,USA,Engineering,,remittance,+++,1-3,,100,marketing,Y,N
2225,online,2024,Humanities,1st,South America,Finance,"NFT,ALT","remittance,trans",+++,,,50,marketing,Y,Y
2226,online,2023,STEM,1st,India,Engineering,"BTC,ETH",remittance,+++,11-3,,75,friends,Y,N
2227,online,2022,Business,PhD,USA,Medical,BTC,"remittance,trans",++,1-3,,50,study/research,Y,Y
2228,f2f,2022,STEM,1st,ME,Medical,"NFT,ALT",remittance,+++,4-5,,75,family,N,Y
2229,online,2020,Business,1st,USA,Engineering,"BTC,ETH",remittance,+++,1-31-3,,25,family,Y,N
2230,f2f,2023,STEM,PhD,Africa,Finance,"BTC,ETH",trade,++,1,--,,marketing,Y,N
2231,online,2024,STEM,3rd,Turkey,Technology,"BTC,ETH","remittance,trans",++,1,,50,study/research,Y,Y
2232,online,2024,Humanities,1st,Turkey,Retail,ETH,remittance,+++,5+,,50,marketing,N,N
2233,f2f,2021,Humanities,PhD,USA,Legal,BTC,remittance,+++,1-3,,25,study/research,N,Y
2234,f2f,2021,STEM,PhD,Turkey,Technology,ETH,"trade,remittance",+++,,-,25,study/research,N,Y
2235,online,2020,Business,1st,Europe,Public,"ETH,NFT,ALT",remittance,+++,,,50,friends,Y,N
2236,f2f,2022,Business,MSc,China,Technology,"NFT,ALT","remittance,trans",+++,1,,25,study/research,Y,Y
2237,f2f,2021,STEM,Phd,India,Technology,"ETH,ALT","remittance,trans",+++,4-5,,75,family,Y,Y
2238,f2f,2023,STEM,MSc,Africa,Finance,"BTC,ETH",trade,+++,,+++,,study/research,Y,Y
2239,online,2021,STEM,MSc,Europe,Engineering,"BTC,ETH",trade,+++,,+++,,friends,Y,Y
2240,f2f,2020,Humanities,1st,ME,Engineering,ETH,remittance,+,,,75,marketing,Y,N
2241,online,2025,Business,3rd,USA,Finance,"BTC,ALT","remittance,trans",+++,11,,100,friends,Y,Y
2242,online,2023,Humanities,PhD,USA,Legal,"ETH,NFT,ALT",remittance,+++,1-3,,25,family,N,N
2243,online,2021,Business,1st,Turkey,Finance,ALT,"remittance,trans",++,,,25,study/research,Y,Y
2244,f2f,2024,STEM,3rd,Turkey,Medical,"BTC,ETH",remittance,+,,,25,friends,Y,Y
2245,f2f,2023,STEM,PhD,UK,Engineering,"ETH,DOGE",trade,+++,4-5,+++,,study/research,Y,Y
2246,online,2022,STEM,2nd,ME,,"BTC,ETH,ALT",remittance,+++,1-3,,75,family,Y,N
2247,online,2021,STEM,PhD,China,Finance,ETH,"trade,remittance",+++,1,++,25,friends,N,Y
2248,f2f,2020,Humanities,3rd,Africa,Finance,BTC,remittance,+,1,,75,friends,Y,Y
2249,online,2024,STEM,3rd,South America,Technology,ALT,"remittance,trans",+++,11,,100,study/research,Y,Y
2250,f2f,2023,STEM,MSc,Africa,Finance,"BTC,ETH,ALT",remittance,+++,1,,100,marketing,N,Y
2251,online,2024,Business,3rd,China,Finance,,"remittance,trans",++,4-5,,50,marketing,Y,Y
2252,online,2024,Business,PhD,China,Technology,BTC,"trade,remittance,trans",++,1-3,,25,family,Y,Y
2253,f2f,2024,STEM,MSc,South America,Finance,"BTC,ETH","trade,remittance,trans",+++,1-3,++,,family,Y,N
2254,online,2021,Humanities,1st,Europe,,"BTC,NFT,DOGE",trade,+,1,--,,friends,Y,N
2255,online,2023,Humanities,Phd,USA,Technology,"ETH,NFT,ALT","remittance,trans",+++,1,,25,study/research,Y,Y
2256,f2f,2023,Business,Phd,South America,Medical,"BTC,ETH,ALT","remittance,trans",++,11,,100,friends,Y,Y
2257,online,2021,Business,MSc,Europe,Engineering,"BTC,NFT,DOGE",trade,++,1,+++,,friends,Y,N
2258,f2f,2020,STEM,MSc,USA,Finance,BTC,"remittance,trans",++,1,,100,family,Y,Y
2259,f2f,2025,STEM,PhD,China,Finance,"BTC,DOGE","remittance,trans",+++,4-5,,25,family,N,Y
2260,online,2021,Humanities,1st,UK,Legal,NFT,trade,+,1,--,,study/research,Y,N
2261,online,2020,Business,1st,Turkey,Finance,"BTC,ETH",remittance,+++,1-3,,25,family,Y,Y
2262,online,2025,Business,3rd,Europe,Engineering,ALT,"remittance,trans",++,1-3,,25,friends,N,Y
2263,online,2024,Humanities,2nd,Africa,Finance,NFT,trade,++,1,++,,marketing,Y,N
2264,f2f,2024,Humanities,3rd,Turkey,,"ETH,ALT","remittance,trans",++,11,,75,study/research,Y,Y
2265,f2f,2020,Humanities,1st,USA,Public,"ETH,ALT",remittance,++,1-3,,75,marketing,Y,Y
2266,online,2021,Business,MSc,India,Technology,"BTC,ALT","remittance,trans",+++,1,,75,marketing,Y,N
2267,f2f,2021,STEM,PhD,China,Technology,NFT,"trade,remittance",++,1,++,100,study/research,N,Y
2268,online,2025,Business,1st,India,Technology,"NFT,ALT","remittance,trans",+++,4-5,,50,study/research,Y,Y
2269,online,2020,Business,3rd,Europe,Retail,"ETH,ALT",remittance,+++,1-3,,25,marketing,Y,Y
2270,online,2021,Business,MSc,USA,Medical,,"trade,remittance",++,1,+++,75,family,Y,Y
2271,online,2024,Business,Phd,Turkey,Public,"BTC,ETH,ALT","remittance,trans",+++,1,,25,study/research,Y,Y
2272,f2f,2021,Business,2nd,Africa,,"BTC,ETH,NFT",trade,+++,1,,,friends,N,N
2273,online,2022,Business,Phd,USA,Technology,,"remittance,trans",++,1,,50,study/research,Y,Y
2274,f2f,2025,Business,3rd,China,,"BTC,ALT","remittance,trans",++,4-5,,50,marketing,Y,Y
2275,f2f,2025,STEM,1st,Europe,Finance,ALT,"remittance,trans",++,1,,50,friends,N,Y
2276,online,2022,Business,3rd,India,Finance,ALT,"remittance,trans",+++,5+,,25,study/research,Y,Y
2277,online,2022,STEM,3rd,Africa,Finance,"BTC,ETH",trade,+,1,--,,family,N,N
2278,f2f,2023,Business,3rd,USA,Finance,"BTC,ALT","remittance,trans",++,1,,50,family,Y,Y
2279,f2f,2021,STEM,PhD,ME,Engineering,NFT,"trade,remittance",+++,1-3,,25,family,Y,Y
2280,online,2020,STEM,2nd,Africa,Retail,BTC,trade,+++,1,--,,friends,Y,N
2281,f2f,2022,STEM,3rd,USA,Finance,BTC,"trade,remittance,trans",++,,++,,study/research,Y,Y
2282,online,2024,Business,MSc,Turkey,Engineering,"BTC,ETH","remittance,trans",++,1,,50,study/research,N,Y
2283,online,2023,STEM,MSc,China,Technology,"BTC,ALT","remittance,trans",+++,11,,50,friends,Y,Y
2284,f2f,2024,STEM,3rd,Europe,Medical,ALT,"remittance,trans",+++,1,,25,study/research,Y,Y
2285,online,2024,STEM,3rd,Europe,Technology,"BTC,ETH",remittance,+++,1,,25,marketing,Y,Y
2286,online,2021,STEM,MSc,Europe,Technology,ETH,"trade,remittance",++,4-5,,75,friends,Y,Y
2287,online,2024,Humanities,2nd,ME,,BTC,trade,++,1,,,marketing,N,N
2288,f2f,2021,STEM,MSc,China,Engineering,ETH,trade,++,4-5,,,friends,Y,N
2289,f2f,2021,STEM,1st,ME,Technology,"BTC,ETH",remittance,+++,1,,75,friends,Y,Y
2290,online,2023,STEM,PhD,China,Retail,"BTC,ETH","trade,remittance",+++,5+,--,25,marketing,Y,Y
2291,f2f,2022,STEM,1st,Turkey,Engineering,"ETH,NFT,ALT",remittance,+++,1,,75,marketing,Y,Y
2292,f2f,2020,Business,1st,Turkey,Retail,"BTC,NFT,DOGE",trade,+++,1,++,,friends,Y,Y
2293,online,2023,STEM,2nd,Turkey,Medical,"BTC,ETH",remittance,++,1-3,,25,study/research,Y,Y
2294,online,2024,Business,1st,ME,Engineering,"ETH,DOGE",remittance,+++,1-3,,25,study/research,Y,N
2295,online,2020,Humanities,MSc,Europe,Legal,"BTC,ETH",remittance,+++,,,75,marketing,N,Y
2296,online,2023,STEM,1st,India,Medical,BTC,remittance,++,4-5,,75,friends,Y,Y
2297,online,2023,STEM,2nd,ME,Medical,"BTC,DOGE",trade,++,4-5,--,,friends,Y,N
2298,f2f,2021,Business,MSc,India,Technology,"BTC,ETH","trade,remittance",+++,1-3,-,75,marketing,Y,Y
2299,online,2021,STEM,PhD,South America,Technology,"NFT,ALT",remittance,+,4-5,,75,friends,Y,Y
2300,f2f,2020,STEM,MSc,ME,Retail,"NFT,ALT",trade,+,1-3,--,,marketing,N,N
2301,f2f,2020,Business,Phd,USA,Legal,"BTC,NFT",remittance,+,1-3,,25,marketing,Y,Y
2302,online,2022,Business,1st,Turkey,Finance,"BTC,ETH","remittance,trans",++,,,25,study/research,Y,N
2303,online,2021,STEM,MSc,China,Technology,NFT,"trade,remittance",+,1-3,++,100,friends,Y,N
2304,f2f,2021,STEM,3rd,Europe,Medical,"BTC,ALT","remittance,trans",++,1-3,,50,marketing,Y,Y
2305,f2f,2025,Business,3rd,USA,Technology,"BTC,DOGE","remittance,trans",+++,4-5,,50,study/research,Y,Y
2306,online,2022,Business,3rd,USA,Legal,"NFT,ALT","remittance,trans",+++,5+,,75,study/research,Y,N
2307,online,2024,STEM,3rd,China,Finance,BTC,"remittance,trans",++,4-5,,25,study/research,Y,Y
2308,f2f,2025,Business,Phd,Turkey,Engineering,"BTC,ALT","remittance,trans",+++,1,,75,study/research,Y,N
2309,online,2025,Business,3rd,China,Finance,"BTC,ALT","remittance,trans",+++,1,,75,study/research,N,Y
2310,online,2021,Humanities,1st,China,Public,DOGE,trade,+,1,,,friends,N,Y
2311,online,2022,Business,PhD,Europe,Engineering,BTC,"trade,remittance,trans",++,1-3,-,50,study/research,Y,N
2312,online,2024,STEM,2nd,ME,,,remittance,++,1-3,,75,friends,N,Y
2313,f2f,2022,STEM,PhD,Africa,Finance,"BTC,ETH",trade,+,1,,,marketing,Y,N
2314,f2f,2024,STEM,MSc,Turkey,Finance,"BTC,ALT","remittance,trans",++,4-5,,100,marketing,N,Y
2315,online,2023,STEM,Phd,China,Retail,"BTC,ALT","remittance,trans",+++,11,,25,study/research,N,N
2316,online,2024,Business,MSc,Europe,Engineering,"BTC,ALT",remittance,+++,5+,,75,family,Y,Y
2317,f2f,2021,STEM,MSc,Europe,Engineering,BTC,trade,+++,1-3,++,,study/research,Y,Y
2318,f2f,2020,Business,2nd,USA,Medical,"BTC,NFT,ALT",trade,+,1,--,,marketing,Y,N
2319,f2f,2025,Business,3rd,South America,Technology,"BTC,ETH","remittance,trans",+++,4-5,,75,family,Y,Y
2320,online,2023,STEM,PhD,South America,Finance,ETH,"remittance,trans",++,11,,100,study/research,Y,Y
2321,f2f,2021,Humanities,2nd,USA,Legal,"ETH,NFT,ALT",remittance,+++,5+,,50,marketing,Y,N
2322,f2f,2024,STEM,PhD,ME,Technology,DOGE,trade,+++,,+,,study/research,Y,N
2323,f2f,2025,STEM,PhD,South America,Finance,"BTC,ALT","remittance,trans",+++,11,,50,study/research,N,Y
2324,f2f,2024,Business,2nd,Turkey,Legal,BTC,remittance,++,1,,75,marketing,N,N
2325,online,2020,STEM,3rd,Africa,Retail,NFT,trade,+++,5+,--,,friends,Y,Y
2326,f2f,2024,Humanities,3rd,Europe,Technology,"BTC,ALT","remittance,trans",++,1-3,,50,family,N,Y
2327,online,2024,STEM,3rd,Turkey,,"BTC,ETH",remittance,+,4-5,,75,friends,Y,Y
2328,f2f,2021,Business,Phd,South America,Finance,ALT,"remittance,trans",++,5+,,75,friends,Y,Y
2329,online,2020,STEM,MSc,Africa,Technology,"BTC,ETH","trade,remittance",+++,1,-,,family,N,Y
2330,online,2024,Humanities,3rd,India,Finance,BTC,"remittance,trans",++,4-5,,25,friends,Y,N
2331,f2f,2021,STEM,PhD,ME,Finance,"BTC,ETH",trade,++,4-5,++,,friends,N,N
2332,f2f,2023,Business,3rd,USA,Technology,ALT,"remittance,trans",+++,4-5,,50,study/research,N,Y
2333,online,2023,Business,MSc,USA,Technology,"BTC,ETH","trade,remittance,trans",,1-3,--,75,study/research,Y,Y
2334,f2f,2020,Business,MSc,USA,Legal,BTC,remittance,+++,1-31-3,,25,marketing,Y,N
2335,f2f,2021,STEM,1st,India,Finance,"BTC,ETH",remittance,+,11-3,,25,marketing,Y,Y
2336,online,2025,Business,3rd,Turkey,Finance,ALT,"remittance,trans",++,1,,25,study/research,Y,N
2337,online,2022,Humanities,MSc,Turkey,Technology,ETH,remittance,+,11-3,,25,study/research,Y,N
2338,f2f,2024,STEM,3rd,USA,Engineering,BTC,"remittance,trans",++,4-5,,75,study/research,Y,Y
2339,online,2022,Business,3rd,South America,Technology,"BTC,ALT","remittance,trans",++,5+,,50,study/research,N,Y
2340,online,2020,Humanities,MSc,Europe,,"BTC,NFT,DOGE",trade,++,1,,,study/research,N,Y
2341,online,2020,Humanities,MSc,Europe,Legal,"ETH,DOGE",remittance,+,1-3,,25,study/research,N,Y
2342,online,2025,Business,MSc,Turkey,Finance,ALT,"remittance,trans",++,5+,,50,study/research,Y,N
2343,f2f,2020,Humanities,MSc,USA,Finance,"BTC,DOGE",remittance,+++,1-31-3,,50,marketing,N,Y
2344,online,2024,Humanities,3rd,South America,Finance,"BTC,ALT","remittance,trans",+++,1,,50,study/research,Y,Y
2345,f2f,2023,Humanities,3rd,Europe,Finance,ETH,"remittance,trans",++,4-5,,50,study/research,Y,Y
2346,f2f,2020,Business,MSc,USA,Medical,"BTC,ETH",remittance,++,,,50,friends,Y,N
2347,online,2023,STEM,MSc,Africa,Finance,ETH,trade,++,1-3,++,,study/research,Y,N
2348,online,2021,STEM,MSc,Africa,,"BTC,DOGE",trade,++,1-3,--,,marketing,Y,N
2349,online,2020,Humanities,PhD,Europe,Finance,"BTC,NFT,DOGE",trade,++,1-3,--,,friends,Y,Y
2350,f2f,2021,STEM,MSc,China,Finance,BTC,trade,+++,5+,-,,study/research,N,Y
2351,f2f,2021,STEM,MSc,Turkey,Medical,ETH,"trade,remittance",++,1-3,--,25,family,N,Y
2352,f2f,2025,Humanities,Phd,USA,Finance,ALT,"remittance,trans",++,11,,50,study/research,N,Y
2353,online,2020,Business,1st,India,Public,"BTC,NFT,ALT",trade,++,1,-,,friends,N,Y
2354,online,2023,Humanities,3rd,USA,Legal,"BTC,ALT",remittance,+++,1-3,,25,marketing,Y,Y
2355,f2f,2025,Business,3rd,USA,Technology,ALT,"remittance,trans",+++,1-3,,25,marketing,Y,Y
2356,online,2022,Humanities,Phd,South America,,"BTC,NFT",remittance,+++,1-3,,25,marketing,Y,N
2357,online,2020,STEM,1st,India,Engineering,BTC,"remittance,trans",+++,1-3,,25,study/research,N,N
2358,f2f,2020,Humanities,1st,Africa,Medical,"BTC,ETH",trade,+++,1,,,family,Y,Y
2359,online,2024,Business,3rd,South America,Engineering,BTC,"trade,remittance,trans",,1-3,-,,family,Y,N
2360,online,2024,STEM,MSc,Turkey,Retail,NFT,"trade,remittance",+,4-5,--,25,family,Y,Y
2361,online,2021,STEM,MSc,ME,Technology,DOGE,"trade,remittance",,4-5,+++,50,family,Y,N
2362,f2f,2021,Humanities,Phd,Europe,Public,"BTC,ETH",remittance,++,5+,,100,marketing,Y,Y
2363,f2f,2021,STEM,MSc,Africa,Engineering,"BTC,ETH",trade,+++,,++,,friends,N,Y
2364,f2f,2023,Humanities,1st,South America,Finance,"NFT,ALT",remittance,+++,4-5,,50,marketing,Y,Y
2365,f2f,2023,STEM,3rd,USA,Engineering,"NFT,ALT",remittance,++,,,75,marketing,Y,Y
2366,f2f,2024,STEM,3rd,Europe,Engineering,"BTC,ETH",trade,++,4-5,,,study/research,Y,Y
2367,f2f,2020,Business,MSc,UK,Finance,,trade,+++,5+,+++,,study/research,N,Y
2368,online,2021,STEM,2nd,India,Engineering,"ETH,NFT,ALT",remittance,+++,4-5,,75,friends,Y,Y
2369,online,2022,Business,2nd,India,,"BTC,ETH,ALT",remittance,++,4-5,,50,friends,N,N
2370,online,2021,STEM,PhD,USA,Retail,BTC,"trade,remittance",,4-5,,,study/research,Y,Y
2371,f2f,2024,STEM,MSc,South America,Finance,"BTC,ALT",remittance,++,4-5,,25,marketing,N,N
2372,f2f,2021,Humanities,3rd,Europe,Public,"BTC,ALT",remittance,+++,1-31-3,,25,study/research,Y,Y
2373,online,2021,STEM,MSc,Europe,Engineering,"BTC,ETH","trade,remittance",+++,1-3,+,75,marketing,Y,Y
2374,online,2023,Business,MSc,China,Finance,"BTC,ETH","trade,remittance,trans",++,1-3,--,25,marketing,Y,N
2375,online,2021,STEM,3rd,Turkey,Medical,"BTC,ETH",remittance,+,1,,75,marketing,N,N
2376,online,2020,STEM,2nd,ME,,"BTC,ALT",trade,+,1,++,,marketing,Y,N
2377,online,2021,Business,MSc,USA,Finance,BTC,"trade,remittance,trans",+++,4-5,++,100,study/research,Y,N
2378,online,2021,STEM,PhD,ME,Retail,"ETH,DOGE",trade,+,1,--,,friends,Y,N
2379,online,2023,Business,2nd,ME,Technology,ETH,"trade,remittance,trans",+++,4-5,++,,marketing,Y,Y
2380,f2f,2024,Business,MSc,South America,,ALT,"remittance,trans",+++,1,,50,marketing,N,Y
2381,online,2023,STEM,MSc,Turkey,Retail,ETH,"trade,remittance,trans",++,1-3,+++,25,family,Y,Y
2382,f2f,2021,Business,PhD,ME,Finance,BTC,"trade,remittance",+++,4-5,++,,family,Y,Y
2383,f2f,2020,Humanities,PhD,Europe,Medical,"BTC,ETH",remittance,++,5+,,50,friends,Y,Y
2384,f2f,2024,STEM,2nd,Europe,Retail,"BTC,ETH",trade,+,1-3,-,,marketing,N,N
2385,online,2023,STEM,3rd,Turkey,Finance,"BTC,ALT","remittance,trans",++,1,,50,marketing,Y,Y
2386,online,2023,Humanities,3rd,Turkey,Medical,,remittance,++,1,,100,friends,Y,Y
2387,online,2023,STEM,PhD,ME,Engineering,,"trade,remittance,trans",+++,,+++,100,marketing,N,N
2388,f2f,2020,STEM,2nd,USA,Medical,"BTC,ALT",remittance,+,,,75,marketing,N,N
2389,online,2022,STEM,1st,India,Technology,ETH,remittance,+++,11-3,,25,study/research,Y,Y
2390,f2f,2023,Business,3rd,Europe,Finance,"ETH,NFT,ALT","remittance,trans",+++,,,25,family,Y,N
2391,online,2021,STEM,PhD,ME,Engineering,ETH,trade,+++,4-5,+++,,study/research,Y,N
2392,f2f,2021,Humanities,3rd,South America,Retail,"BTC,ETH",remittance,+++,1,,50,friends,Y,Y
2393,online,2021,Humanities,2nd,Europe,Finance,BTC,trade,++,1-3,++,,marketing,Y,Y
2394,online,2024,Business,MSc,ME,Finance,"BTC,NFT","trade,remittance,trans",+++,,+++,25,friends,Y,Y
2395,online,2021,STEM,PhD,UK,Finance,DOGE,trade,+++,1,+,,friends,N,Y
2396,f2f,2021,Humanities,2nd,Europe,Medical,,remittance,+++,,,25,study/research,Y,Y
2397,online,2020,Humanities,3rd,India,Legal,"NFT,ALT",trade,+++,1-3,--,,friends,Y,N
2398,online,2023,Humanities,3rd,Europe,Legal,BTC,remittance,++,1-31-3,,25,marketing,N,Y
2399,online,2024,Business,Phd,India,Medical,"ETH,ALT","remittance,trans",++,1,,25,study/research,Y,Y
2400,online,2022,Business,MSc,Europe,Legal,"BTC,ALT",remittance,+++,1,,75,marketing,N,Y
2401,online,2025,STEM,MSc,South America,Technology,"BTC,ALT","remittance,trans",+++,4-5,,25,study/research,Y,Y
2402,online,2021,Business,1st,Turkey,Medical,"BTC,ETH","remittance,trans",+++,1,,100,marketing,Y,Y
2403,f2f,2023,Business,PhD,UK,Engineering,"BTC,ETH,NFT",trade,+++,4-5,--,,study/research,Y,Y
2404,f2f,2023,STEM,1st,Africa,Medical,BTC,remittance,++,11-3,,75,friends,Y,Y
2405,f2f,2020,STEM,3rd,Europe,Legal,"BTC,ETH",remittance,+++,1-31-3,,25,marketing,Y,N
2406,online,2022,STEM,2nd,ME,Finance,"ETH,NFT,ALT",remittance,+,4-5,,75,family,Y,Y
2407,online,2022,Humanities,3rd,South America,Retail,"BTC,ALT","remittance,trans",+++,1,,75,family,Y,N
2408,f2f,2023,STEM,MSc,ME,Retail,"BTC,NFT,DOGE",trade,+++,1,++,,friends,N,N
2409,online,2024,Business,3rd,Turkey,Public,"BTC,ALT","remittance,trans",+++,1-3,,75,family,Y,Y
2410,online,2022,STEM,PhD,Africa,Retail,BTC,"trade,remittance",+,1-3,-,50,friends,Y,Y
2411,online,2024,Humanities,Phd,USA,Retail,"ETH,DOGE","remittance,trans",+++,11,,50,study/research,Y,N
2412,online,2022,STEM,Phd,India,Legal,ALT,"remittance,trans",+++,1,,100,study/research,Y,N
2413,f2f,2020,STEM,MSc,Turkey,Technology,"BTC,ETH","trade,remittance",+++,,++,,marketing,Y,N
2414,f2f,2024,Business,MSc,China,Medical,"BTC,ALT","remittance,trans",++,4-5,,100,study/research,Y,Y
2415,f2f,2023,Humanities,MSc,Turkey,Engineering,"NFT,ALT","remittance,trans",+++,1-3,,25,study/research,Y,Y
2416,online,2024,STEM,PhD,India,Medical,BTC,"trade,remittance",+++,4-5,-,100,family,Y,Y
2417,online,2022,Business,PhD,Turkey,Medical,"NFT,ALT",remittance,++,1,,75,friends,Y,Y
2418,online,2020,Humanities,MSc,India,Medical,"BTC,ETH",trade,+,1,--,,marketing,N,Y
2419,online,2020,Humanities,MSc,USA,Technology,"BTC,ALT",trade,+,1,-,,marketing,Y,Y
2420,online,2024,Business,MSc,Europe,Engineering,ETH,"trade,remittance,trans",,1-3,+,100,marketing,Y,N
2421,online,2022,Humanities,3rd,India,Technology,"NFT,ALT","remittance,trans",+++,1,,50,study/research,Y,N
2422,online,2020,Business,2nd,Europe,Finance,"BTC,NFT,DOGE",trade,++,1,--,,marketing,N,N
2423,f2f,2022,STEM,1st,Europe,Finance,"BTC,ALT",remittance,+++,1-3,,25,marketing,Y,N
2424,f2f,2020,Humanities,2nd,Turkey,Public,"ETH,DOGE",remittance,+++,,,25,marketing,N,N
2425,online,2024,Humanities,2nd,Europe,Public,"NFT,ALT",trade,+++,1,+,,marketing,Y,N
2426,online,2020,Humanities,PhD,South America,Medical,"BTC,ETH",trade,++,1-3,-,,friends,Y,Y
2427,online,2022,STEM,1st,China,Finance,"BTC,ALT",remittance,+++,11-3,,25,study/research,Y,Y
2428,online,2022,STEM,1st,South America,Medical,"ETH,ALT",remittance,++,1-3,,75,friends,Y,Y
2429,f2f,2024,STEM,3rd,Turkey,Technology,"NFT,ALT",trade,+++,5+,--,,friends,Y,Y
2430,f2f,2023,Humanities,2nd,China,Engineering,BTC,remittance,++,1,,75,study/research,Y,Y
2431,online,2020,Business,MSc,Europe,Finance,"BTC,ALT",remittance,+++,1-3,,25,marketing,N,Y
2432,f2f,2021,STEM,3rd,ME,Engineering,"NFT,ALT",trade,+++,,+,,study/research,Y,Y
2433,online,2021,STEM,MSc,Africa,Finance,BTC,trade,+++,1-3,++,,study/research,N,N
2434,online,2020,STEM,MSc,ME,Technology,"BTC,ETH","trade,remittance",+++,1-3,++,50,family,Y,Y
2435,f2f,2022,STEM,2nd,USA,Public,"BTC,ETH",remittance,+++,1-3,,25,marketing,N,Y
2436,f2f,2024,STEM,MSc,Europe,Engineering,DOGE,trade,+++,5+,,,study/research,N,Y
2437,f2f,2022,STEM,2nd,ME,Engineering,"BTC,ETH",remittance,++,11-3,,75,study/research,N,Y
2438,online,2021,STEM,MSc,Africa,Finance,ETH,trade,+,4-5,++,,marketing,N,N
2439,online,2024,STEM,2nd,ME,Finance,"BTC,ETH",trade,++,1-3,,,marketing,Y,N
2440,f2f,2020,Humanities,2nd,USA,,"BTC,ETH",remittance,+++,4-5,,50,marketing,Y,Y
2441,online,2022,STEM,3rd,Turkey,,"ETH,ALT",remittance,+++,,,25,friends,Y,Y
2442,f2f,2021,STEM,PhD,Turkey,Finance,"BTC,ETH,ALT",trade,+++,4-5,++,,friends,Y,Y
2443,f2f,2024,STEM,MSc,UK,Engineering,"BTC,ETH,ALT",trade,+++,1-3,--,,study/research,Y,Y
2444,online,2022,STEM,MSc,Turkey,Technology,BTC,"trade,remittance",+++,1-3,+,100,study/research,Y,Y
2445,online,2024,Business,3rd,India,Engineering,BTC,"remittance,trans",++,1-3,,50,friends,Y,Y
2446,online,2021,Business,Phd,USA,Public,BTC,"remittance,trans",++,5+,,50,friends,Y,Y
2447,f2f,2020,Business,1st,Turkey,Retail,ALT,"remittance,trans",+++,,,50,family,N,Y
2448,f2f,2022,Business,MSc,UK,Technology,DOGE,trade,+,1,-,,marketing,N,N
